match_id,radiant_win
968,0
969,1
971,1
973,0
974,0
975,0
976,0
977,1
979,1
980,0
981,0
985,0
986,1
988,1
989,1
990,1
991,0
992,1
993,1
994,0
995,0
996,1
997,0
998,0
999,1
1001,0
1002,0
1003,0
1004,0
1005,1
1007,0
1008,0
1009,1
1010,0
1011,0
1012,0
1013,1
1015,0
1016,1
1017,1
1018,0
1019,1
1020,0
1021,1
1022,0
1023,0
1024,1
1025,1
1026,1
1027,0
1028,0
1029,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,1
1038,0
1039,1
1040,1
1041,0
1042,0
1043,1
1045,1
1047,0
1049,1
1050,1
1051,1
1052,1
1054,1
1055,0
1056,0
1058,1
1059,1
1060,1
1061,1
1062,0
1063,0
1064,1
1065,1
1066,0
1067,1
1068,0
1069,0
1070,1
1071,0
1072,0
1073,1
1074,0
1075,1
1076,0
1078,1
1079,1
1080,0
1081,1
1082,0
1083,1
1084,1
1086,1
1089,1
1090,0
1091,0
1092,1
1093,1
1094,1
1095,0
1097,0
1099,1
1101,0
1102,1
1103,1
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,1
1111,0
1112,0
1114,0
1115,1
1116,1
1117,0
1118,1
1120,0
1121,0
1122,0
1123,0
1124,0
1125,1
1126,1
1128,0
1129,1
1130,1
1131,1
1132,0
1133,0
1134,0
1135,1
1136,0
1137,1
1138,0
1139,1
1140,1
1141,1
1143,0
1144,1
1145,1
1146,0
1147,1
1149,1
1150,0
1151,1
1152,1
1153,1
1154,0
1155,1
1156,1
1159,1
1160,1
1161,1
1162,1
1164,1
1165,0
1166,1
1169,0
1170,1
1171,0
1172,0
1173,0
1174,0
1175,1
1176,0
1177,1
1178,1
1179,1
1180,1
1182,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,1
1190,0
1193,1
1194,0
1195,1
1196,0
1197,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,0
1206,0
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,0
1217,1
1219,1
1220,1
1223,1
1224,0
1227,1
1228,0
1229,1
1231,1
1232,1
1233,0
1234,0
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,0
1243,1
1244,0
1245,0
1246,1
1248,1
1249,1
1250,1
1251,0
1252,1
1254,1
1255,0
1256,0
1257,1
1258,0
1260,1
1261,1
1262,0
1263,1
1264,1
1265,0
1266,1
1267,1
1268,0
1269,0
1270,1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,1
1281,1
1283,1
1285,1
1286,1
1287,1
1288,1
1289,0
1290,0
1291,0
1292,1
1295,1
1296,1
1297,1
1299,1
1300,1
1301,1
1302,0
1303,0
1304,0
1305,1
1307,0
1308,1
1309,0
1310,1
1311,0
1312,1
1313,1
1314,0
1315,1
1317,0
1318,1
1319,1
1320,1
1322,0
1323,1
1324,0
1325,1
1326,0
1327,0
1328,1
1329,0
1330,1
1332,1
1333,0
1334,0
1335,1
1337,1
1338,1
1339,1
1340,1
1342,1
1343,1
1344,0
1345,0
1346,1
1347,0
1349,1
1350,1
1351,0
1352,1
1353,0
1354,0
1355,1
1357,0
1358,1
1359,1
1360,0
1361,1
1362,1
1363,0
1364,1
1365,1
1366,1
1367,0
1368,0
1369,0
1370,1
1371,1
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,0
1379,0
1380,0
1381,0
1382,1
1383,1
1385,1
1386,1
1387,0
1388,0
1390,0
1392,1
1393,0
1394,1
1395,0
1396,0
1397,1
1398,0
1399,1
1400,1
1401,1
1402,0
1403,0
1404,0
1405,1
1406,1
1407,1
1408,0
1409,1
1410,1
1411,0
1412,0
1414,0
1415,1
1416,1
1417,0
1418,0
1420,0
1421,0
1422,0
1423,0
1424,1
1425,1
1427,0
1428,0
1429,1
1430,1
1431,0
1432,0
1433,0
1434,1
1435,0
1436,1
1437,1
1438,1
1439,1
1441,0
1442,0
1443,1
1444,0
1446,0
1447,0
1448,1
1449,0
1450,0
1451,1
1452,1
1453,1
1454,0
1455,0
1456,1
1457,1
1458,0
1459,0
1460,1
1461,0
1462,0
1463,1
1464,0
1466,0
1467,0
1468,1
1469,1
1471,1
1473,0
1474,0
1475,1
1476,1
1477,0
1478,1
1479,0
1480,1
1481,0
1482,0
1483,1
1487,1
1489,0
1490,1
1491,0
1492,0
1493,1
1494,0
1495,0
1496,0
1497,0
1499,0
1500,1
1501,0
1502,1
1503,0
1504,1
1505,1
1506,0
1507,1
1509,0
1510,0
1511,0
1512,1
1513,0
1514,0
1515,1
1516,0
1517,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,1
1525,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,0
1536,1
1537,0
1538,0
1539,1
1541,1
1542,1
1543,0
1544,1
1545,1
1547,0
1548,1
1549,0
1550,0
1552,1
1553,1
1554,0
1555,1
1556,1
1557,1
1558,0
1559,1
1560,1
1561,1
1562,1
1563,1
1566,0
1567,1
1569,0
1570,1
1571,0
1574,0
1575,0
1576,1
1577,1
1578,1
1579,1
1580,0
1582,1
1583,0
1584,1
1586,0
1587,1
1589,0
1590,1
1591,0
1592,0
1593,1
1594,1
1597,0
1598,1
1599,1
1600,1
1601,0
1602,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,0
1610,0
1611,1
1612,1
1613,1
1614,1
1616,0
1617,1
1618,0
1619,0
1620,0
1622,0
1624,0
1625,0
1626,1
1627,1
1628,1
1629,0
1631,1
1632,1
1633,0
1634,1
1635,1
1637,0
1638,1
1639,1
1640,0
1641,1
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,1
1650,1
1651,0
1652,1
1653,1
1655,1
1656,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,1
1664,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,1
1677,1
1679,1
1680,1
1681,0
1682,0
1684,1
1686,1
1688,1
1689,0
1691,1
1692,1
1693,0
1694,1
1695,1
1696,0
1697,1
1698,0
1699,0
1700,0
1701,1
1704,0
1705,0
1706,1
1707,1
1708,1
1709,0
1710,0
1711,1
1712,1
1713,1
1715,0
1717,0
1718,1
1719,0
1720,0
1721,1
1722,1
1723,0
1724,1
1725,1
1727,1
1728,1
1729,0
1730,0
1731,1
1732,1
1733,0
1734,0
1735,1
1736,1
1737,0
1738,0
1739,1
1740,0
1741,0
1742,0
1743,1
1744,0
1745,0
1746,0
1747,0
1749,0
1751,1
1752,0
1753,0
1754,0
1755,1
1756,1
1757,1
1758,0
1759,1
1760,1
1761,1
1763,1
1764,1
1766,0
1768,1
1769,1
1770,1
1771,1
1772,0
1775,1
1777,0
1778,1
1779,1
1780,0
1781,0
1783,1
1784,1
1785,0
1786,0
1787,0
1788,0
1789,1
1790,1
1791,1
1792,0
1793,0
1794,0
1795,1
1796,0
1797,0
1798,1
1800,0
1801,1
1802,0
1804,1
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1812,1
1813,0
1814,1
1815,0
1816,1
1817,0
1818,0
1819,0
1821,1
1822,1
1824,1
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,1
1832,1
1833,0
1834,0
1835,1
1836,0
1837,1
1838,1
1839,0
1840,1
1841,0
1842,1
1843,0
1844,0
1845,0
1846,1
1847,0
1848,1
1849,0
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,0
1857,0
1858,1
1859,0
1860,0
1861,1
1862,0
1863,1
1865,1
1866,0
1867,1
1868,1
1869,0
1870,0
1872,1
1873,0
1875,1
1876,0
1877,0
1879,1
1880,0
1881,1
1882,0
1883,0
1884,1
1885,1
1886,1
1887,0
1889,1
1890,1
1891,0
1892,0
1893,0
1894,1
1897,1
1898,0
1900,1
1902,0
1904,1
1905,0
1906,1
1907,1
1908,0
1909,1
1910,0
1911,1
1912,0
1914,0
1915,1
1916,0
1917,1
1918,0
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,1
1926,0
1927,1
1928,1
1929,1
1930,1
1931,0
1932,0
1933,1
1934,1
1936,1
1937,1
1938,1
1939,0
1940,1
1941,0
1942,1
1943,1
1944,1
1945,1
1947,0
1948,1
1949,0
1950,1
1951,0
1952,1
1953,0
1954,0
1955,0
1956,0
1957,1
1959,1
1961,0
1962,0
1963,1
1964,1
1965,0
1966,0
1967,0
1970,1
1971,0
1972,0
1975,1
1976,0
1978,1
1979,0
1980,0
1981,1
1982,1
1983,1
1984,1
1985,1
1986,0
1987,0
1988,1
1989,0
1990,0
1991,1
1993,1
1994,1
1996,1
1997,0
1998,1
1999,0
2000,0
2002,0
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,0
2016,0
2019,0
2022,1
2023,0
2024,0
2025,0
2026,0
2028,0
2029,1
2030,0
2031,1
2032,1
2033,1
2034,1
2035,0
2037,1
2038,0
2039,0
2042,1
2043,1
2044,0
2045,0
2046,0
2048,0
2050,0
2051,1
2052,1
2053,1
2054,0
2055,0
2056,1
2057,0
2058,0
2060,0
2061,1
2062,0
2063,1
2064,0
2065,0
2067,1
2070,1
2071,0
2072,0
2073,1
2074,1
2075,1
2076,0
2077,0
2078,0
2079,0
2080,0
2082,0
2086,0
2087,0
2088,1
2089,0
2090,1
2091,1
2092,0
2093,1
2094,1
2095,0
2097,1
2098,0
2099,1
2100,0
2101,0
2102,1
2103,0
2106,0
2107,0
2108,0
2109,1
2111,1
2113,0
2114,1
2116,0
2117,1
2118,0
2119,1
2122,0
2123,0
2124,0
2126,0
2127,1
2130,1
2131,1
2132,0
2133,0
2134,0
2135,0
2136,1
2137,1
2139,0
2140,1
2141,0
2142,0
2143,1
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,1
2151,0
2152,1
2153,1
2154,0
2155,1
2156,0
2157,0
2158,0
2161,0
2162,1
2163,0
2164,0
2165,1
2166,1
2167,0
2168,0
2169,0
2170,1
2171,0
2172,0
2173,0
2174,1
2175,1
2176,1
2177,0
2178,1
2179,1
2182,1
2184,1
2185,1
2186,0
2187,0
2188,0
2190,0
2191,1
2194,0
2195,1
2196,0
2198,1
2199,0
2200,1
2202,0
2203,0
2204,1
2205,1
2207,0
2209,1
2211,0
2213,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,0
2221,1
2222,1
2223,1
2224,1
2225,1
2228,0
2230,1
2231,1
2232,0
2235,0
2236,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,1
2245,0
2247,1
2249,1
2250,1
2251,0
2252,0
2253,0
2254,0
2255,0
2256,1
2257,1
2258,0
2259,1
2260,0
2261,0
2262,0
2263,0
2264,1
2266,0
2267,0
2269,0
2271,1
2272,1
2273,0
2274,1
2275,1
2277,1
2279,0
2280,1
2281,0
2282,0
2283,1
2284,1
2285,0
2286,0
2287,1
2288,1
2289,1
2291,0
2292,0
2293,0
2294,0
2295,1
2296,1
2297,1
2299,0
2300,1
2301,0
2302,0
2303,0
2304,0
2306,0
2307,0
2308,1
2309,0
2310,0
2311,1
2312,0
2313,1
2314,1
2315,0
2316,1
2317,1
2318,0
2319,0
2321,0
2322,0
2323,0
2324,1
2326,0
2327,1
2328,0
2330,0
2331,1
2332,0
2333,0
2334,1
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,1
2350,1
2351,1
2353,1
2354,1
2355,0
2356,0
2357,1
2358,1
2359,0
2360,1
2361,1
2362,1
2363,1
2364,1
2365,0
2366,0
2367,0
2368,1
2369,0
2370,0
2371,1
2372,0
2373,1
2374,0
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,1
2384,0
2385,0
2386,0
2388,0
2389,1
2390,0
2391,0
2392,0
2393,0
2394,1
2395,1
2396,0
2398,1
2400,1
2402,0
2403,1
2405,1
2406,0
2407,1
2408,1
2409,1
2410,0
2412,0
2413,0
2414,0
2415,1
2416,0
2417,0
2418,0
2419,1
2420,1
2421,0
2423,1
2426,1
2427,0
2428,1
2430,1
2431,1
2432,1
2435,0
2437,0
2438,0
2439,1
2441,0
2442,1
2443,0
2444,1
2445,1
2446,0
2447,0
2449,1
2450,1
2451,0
2452,0
2453,1
2454,0
2455,1
2456,1
2457,0
2459,0
2461,0
2462,1
2463,1
2464,1
2465,1
2467,0
2468,1
2469,1
2470,0
2471,0
2472,1
2474,0
2475,1
2476,0
2477,0
2478,1
2480,1
2481,0
2482,1
2483,1
2484,0
2485,0
2486,1
2487,0
2488,1
2489,0
2490,1
2491,0
2492,1
2494,1
2495,0
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,1
2503,1
2505,1
2506,0
2507,1
2508,0
2509,1
2510,0
2511,0
2512,0
2513,1
2514,0
2515,1
2516,0
2517,1
2518,0
2519,1
2520,0
2521,0
2522,0
2523,1
2525,0
2527,0
2528,1
2529,1
2530,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,1
2540,1
2541,1
2542,0
2543,1
2544,1
2545,1
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,1
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,0
2562,0
2563,0
2564,1
2566,0
2567,0
2568,1
2569,1
2571,1
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,0
2580,1
2582,1
2583,1
2584,0
2585,1
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2595,1
2596,1
2597,1
2598,0
2599,1
2600,0
2601,1
2602,1
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,1
2610,1
2611,1
2612,1
2613,1
2614,1
2615,0
2616,1
2617,1
2619,0
2620,1
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,1
2629,1
2630,0
2631,0
2632,0
2633,1
2634,0
2635,0
2636,1
2637,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,1
2645,0
2646,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,1
2656,0
2657,0
2658,1
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,0
2668,1
2670,1
2671,1
2672,1
2673,0
2675,0
2676,0
2678,0
2679,1
2680,0
2681,0
2682,1
2683,1
2684,1
2685,0
2686,0
2688,1
2690,1
2691,1
2692,0
2693,0
2695,0
2696,1
2697,1
2698,1
2699,1
2700,0
2701,0
2703,1
2705,0
2707,0
2708,1
2709,1
2710,1
2711,1
2713,0
2714,1
2715,1
2717,0
2718,0
2719,1
2720,1
2721,0
2722,0
2723,1
2724,1
2725,1
2726,0
2728,1
2730,0
2731,0
2732,1
2733,1
2734,1
2735,0
2736,0
2737,1
2740,1
2741,0
2742,0
2743,0
2744,0
2746,0
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,1
2754,1
2755,0
2756,1
2757,1
2758,0
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2768,1
2769,1
2770,1
2771,1
2772,0
2774,1
2775,0
2776,0
2777,0
2779,0
2780,0
2781,0
2782,1
2784,1
2785,1
2786,0
2787,0
2789,1
2790,0
2791,1
2793,0
2794,0
2795,1
2796,0
2797,0
2798,0
2799,1
2800,0
2801,0
2802,0
2804,1
2805,0
2806,1
2807,0
2809,0
2810,0
2811,0
2812,1
2813,0
2814,1
2815,0
2817,0
2818,1
2819,1
2820,0
2822,0
2823,0
2824,0
2825,0
2827,1
2828,0
2829,1
2830,1
2831,1
2832,1
2833,1
2834,1
2835,0
2836,1
2837,0
2838,1
2839,0
2841,1
2842,1
2843,0
2845,1
2848,1
2849,0
2850,1
2851,1
2852,1
2853,1
2854,0
2855,1
2856,1
2858,0
2859,1
2860,0
2862,1
2863,1
2864,0
2865,0
2866,0
2867,1
2868,0
2869,0
2870,1
2871,1
2872,0
2873,0
2874,0
2875,0
2876,1
2877,0
2878,0
2879,1
2880,0
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,1
2889,0
2890,0
2891,1
2892,1
2893,0
2894,1
2895,1
2896,0
2897,0
2898,0
2899,1
2900,0
2901,1
2902,1
2905,0
2906,1
2908,0
2911,1
2912,0
2913,1
2914,0
2916,1
2917,0
2919,1
2921,1
2922,1
2923,0
2924,1
2925,0
2927,1
2928,0
2930,1
2931,0
2932,1
2933,1
2934,1
2935,1
2936,1
2937,1
2938,0
2939,0
2940,1
2941,0
2942,0
2943,0
2944,0
2945,1
2946,1
2948,0
2949,0
2951,1
2954,1
2955,0
2957,1
2958,0
2959,0
2960,0
2963,1
2964,1
2965,1
2966,0
2968,1
2969,0
2970,1
2971,1
2972,0
2975,0
2976,1
2977,1
2978,1
2979,1
2980,1
2982,1
2983,1
2984,0
2985,0
2986,1
2987,1
2988,0
2989,1
2990,1
2991,1
2992,1
2993,0
2994,0
2995,0
2996,1
2997,1
2998,1
2999,1
3000,0
3002,0
3003,0
3004,1
3005,1
3009,1
3010,1
3011,1
3012,0
3013,0
3015,0
3016,1
3017,0
3018,0
3019,1
3020,0
3021,0
3023,0
3024,0
3025,0
3026,1
3027,1
3028,1
3029,0
3030,0
3031,0
3034,1
3035,1
3036,0
3037,0
3038,0
3039,1
3040,1
3041,1
3042,0
3044,1
3045,1
3046,1
3047,1
3049,0
3050,0
3051,1
3052,0
3053,1
3054,0
3055,1
3056,0
3057,0
3058,1
3059,1
3060,1
3062,1
3064,0
3065,1
3066,0
3067,1
3068,1
3069,1
3070,0
3071,0
3072,0
3073,0
3074,0
3075,1
3076,1
3077,0
3078,0
3079,1
3080,0
3081,1
3082,1
3083,0
3084,0
3085,0
3086,1
3089,1
3090,1
3091,0
3092,1
3093,1
3094,0
3095,1
3097,1
3098,0
3099,0
3100,1
3101,1
3103,0
3104,1
3105,1
3106,1
3107,1
3108,0
3109,1
3110,0
3112,0
3113,1
3114,1
3115,0
3116,1
3117,1
3118,0
3120,1
3121,1
3123,0
3124,0
3125,0
3127,1
3128,0
3129,0
3130,1
3133,0
3134,0
3135,0
3136,0
3137,0
3138,1
3139,0
3140,1
3141,0
3142,0
3143,1
3144,1
3146,0
3147,1
3148,1
3149,1
3150,1
3151,0
3152,0
3153,0
3155,0
3156,0
3157,0
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,1
3165,0
3166,1
3167,0
3168,1
3169,1
3170,0
3171,0
3172,1
3173,1
3174,1
3175,1
3176,1
3177,1
3179,0
3180,1
3181,0
3182,0
3183,0
3184,1
3185,0
3188,0
3190,1
3193,1
3194,1
3195,0
3196,0
3197,0
3198,1
3200,0
3201,1
3202,1
3203,1
3204,1
3205,0
3206,0
3207,0
3208,1
3209,0
3210,1
3212,1
3213,1
3214,0
3215,0
3216,0
3217,0
3218,0
3219,1
3220,0
3221,0
3222,1
3223,1
3226,0
3227,0
3228,0
3229,1
3230,1
3232,0
3233,0
3234,0
3236,0
3238,1
3239,1
3241,0
3243,0
3244,1
3245,0
3246,0
3247,0
3248,1
3249,0
3250,1
3251,0
3252,1
3253,1
3255,0
3258,0
3259,0
3260,0
3261,0
3262,1
3263,1
3264,1
3265,1
3266,1
3267,0
3268,0
3269,1
3270,0
3271,1
3272,1
3273,0
3274,0
3275,1
3276,1
3277,1
3278,1
3279,0
3280,0
3281,1
3282,0
3283,0
3284,1
3285,1
3286,1
3287,0
3288,1
3290,1
3291,1
3292,1
3293,1
3295,0
3296,1
3297,0
3298,1
3299,1
3300,0
3303,0
3304,0
3305,0
3306,1
3307,1
3308,1
3309,0
3310,1
3311,1
3312,1
3313,0
3315,1
3316,1
3317,0
3318,1
3319,1
3320,1
3321,1
3322,0
3323,1
3324,1
3325,0
3327,1
3328,0
3329,0
3330,1
3331,1
3333,0
3334,0
3335,0
3336,0
3337,0
3338,1
3339,0
3340,0
3341,1
3342,0
3343,1
3344,0
3346,1
3347,0
3348,1
3350,0
3351,0
3352,0
3353,1
3354,0
3355,0
3356,0
3358,1
3359,1
3360,0
3361,0
3362,1
3363,1
3364,1
3365,0
3366,1
3367,1
3368,1
3369,1
3370,1
3371,0
3372,1
3373,1
3374,1
3375,1
3376,0
3377,1
3378,1
3379,0
3381,1
3382,0
3383,0
3384,1
3385,1
3386,0
3387,1
3388,0
3390,0
3391,1
3392,1
3393,1
3394,1
3395,0
3396,1
3398,1
3400,1
3401,1
3402,1
3403,1
3404,0
3405,1
3406,1
3408,1
3409,0
3410,0
3412,0
3414,1
3415,0
3416,1
3419,0
3420,0
3421,0
3422,1
3423,1
3424,0
3425,1
3427,0
3428,0
3429,0
3430,0
3431,0
3432,1
3433,1
3434,0
3435,1
3436,1
3437,1
3438,1
3439,0
3440,1
3441,0
3442,1
3444,1
3445,1
3446,1
3447,0
3448,0
3449,0
3450,0
3451,1
3452,0
3453,1
3454,0
3455,1
3457,1
3458,1
3459,0
3460,1
3461,0
3462,1
3463,0
3465,1
3466,1
3468,0
3469,1
3470,0
3471,1
3472,0
3474,0
3475,1
3476,1
3477,1
3478,0
3480,1
3482,0
3483,0
3484,1
3485,1
3486,0
3487,1
3488,1
3489,0
3490,1
3491,1
3493,0
3494,1
3495,1
3496,0
3497,1
3500,0
3501,1
3502,1
3503,0
3504,0
3506,0
3507,0
3508,0
3509,0
3510,1
3511,0
3512,1
3513,1
3514,0
